00:00:00.0250294,1,20,"0,15"
00:00:00.7873104,1,24,"0,15"
00:00:01.1382503,1,28,"0,15"
00:00:05.3342174,1,32,"0,15"
00:00:57.9122978,1,36,"0,15"
